/mnt/data-hdd/datasets/pano-ssl/stanford2d3d/extracted_data/area_2/area_2/pano/rgb/camera_002cc02aad51406b95840885ec37bd99_auditorium_1_frame_equirectangular_domain_rgb.png	in
/mnt/data-hdd/datasets/pano-ssl/stanford2d3d/extracted_data/area_2/area_2/pano/rgb/camera_01ef676d0d574acfa4892b288899afeb_auditorium_2_frame_equirectangular_domain_rgb.png	in
/mnt/data-hdd/datasets/pano-ssl/stanford2d3d/extracted_data/area_2/area_2/pano/rgb/camera_031b80ed0bd0405d8671d9fc112d0ead_WC_2_frame_equirectangular_domain_rgb.png	in
/mnt/data-hdd/datasets/pano-ssl/stanford2d3d/extracted_data/area_2/area_2/pano/rgb/camera_03aa15b7a35a47739c378aa70fb5478e_hallway_8_frame_equirectangular_domain_rgb.png	in
/mnt/data-hdd/datasets/pano-ssl/stanford2d3d/extracted_data/area_2/area_2/pano/rgb/camera_0631d043edad4616935f58681da725d5_auditorium_2_frame_equirectangular_domain_rgb.png	in
/mnt/data-hdd/datasets/pano-ssl/stanford2d3d/extracted_data/area_2/area_2/pano/rgb/camera_075406e9c5b64cb69e0de484e6904d6e_auditorium_2_frame_equirectangular_domain_rgb.png	in
/mnt/data-hdd/datasets/pano-ssl/stanford2d3d/extracted_data/area_2/area_2/pano/rgb/camera_07c390410334413eb0b21f289c8ed007_hallway_2_frame_equirectangular_domain_rgb.png	in
/mnt/data-hdd/datasets/pano-ssl/stanford2d3d/extracted_data/area_2/area_2/pano/rgb/camera_0818471cf50b4a34b955df2a5de8e705_auditorium_2_frame_equirectangular_domain_rgb.png	in
/mnt/data-hdd/datasets/pano-ssl/stanford2d3d/extracted_data/area_2/area_2/pano/rgb/camera_087a5c7a06ac47db91f0b3239b9a568c_hallway_5_frame_equirectangular_domain_rgb.png	in
/mnt/data-hdd/datasets/pano-ssl/stanford2d3d/extracted_data/area_2/area_2/pano/rgb/camera_09aec13ef6ca4bf587788ba0a60eabfa_hallway_5_frame_equirectangular_domain_rgb.png	in
/mnt/data-hdd/datasets/pano-ssl/stanford2d3d/extracted_data/area_2/area_2/pano/rgb/camera_0a2acab6ce7b4cbdb431b640645eadfd_office_7_frame_equirectangular_domain_rgb.png	in
/mnt/data-hdd/datasets/pano-ssl/stanford2d3d/extracted_data/area_2/area_2/pano/rgb/camera_0a9aa30dcf414aa7958fddf56e12ca66_hallway_8_frame_equirectangular_domain_rgb.png	in
/mnt/data-hdd/datasets/pano-ssl/stanford2d3d/extracted_data/area_2/area_2/pano/rgb/camera_0ac82b96f2d940ed88026cca43c865a4_storage_2_frame_equirectangular_domain_rgb.png	in
/mnt/data-hdd/datasets/pano-ssl/stanford2d3d/extracted_data/area_2/area_2/pano/rgb/camera_0ada711b86f540e0a037287c2274f93a_WC_2_frame_equirectangular_domain_rgb.png	in
/mnt/data-hdd/datasets/pano-ssl/stanford2d3d/extracted_data/area_2/area_2/pano/rgb/camera_0b8ec674e6f0417bba93b46ce9404837_office_14_frame_equirectangular_domain_rgb.png	in
/mnt/data-hdd/datasets/pano-ssl/stanford2d3d/extracted_data/area_2/area_2/pano/rgb/camera_0bc03a051e9d4bed8e9191e263142f17_office_9_frame_equirectangular_domain_rgb.png	in
/mnt/data-hdd/datasets/pano-ssl/stanford2d3d/extracted_data/area_2/area_2/pano/rgb/camera_0bc8dcb845df42a98c073df5b75ebf6e_hallway_3_frame_equirectangular_domain_rgb.png	in
/mnt/data-hdd/datasets/pano-ssl/stanford2d3d/extracted_data/area_2/area_2/pano/rgb/camera_0c9d46385fe04fb78d78c11d8baa6600_office_5_frame_equirectangular_domain_rgb.png	in
/mnt/data-hdd/datasets/pano-ssl/stanford2d3d/extracted_data/area_2/area_2/pano/rgb/camera_0e48e05d016544bab840fd9bd6ce5563_auditorium_1_frame_equirectangular_domain_rgb.png	in
/mnt/data-hdd/datasets/pano-ssl/stanford2d3d/extracted_data/area_2/area_2/pano/rgb/camera_0efa103fa67e4c35ae53f2e6682d18a2_auditorium_2_frame_equirectangular_domain_rgb.png	in
/mnt/data-hdd/datasets/pano-ssl/stanford2d3d/extracted_data/area_2/area_2/pano/rgb/camera_108e7f0e8c7446b891338251a287577e_auditorium_2_frame_equirectangular_domain_rgb.png	in
/mnt/data-hdd/datasets/pano-ssl/stanford2d3d/extracted_data/area_2/area_2/pano/rgb/camera_123cfbc146e64135ab01c0db428363e2_office_6_frame_equirectangular_domain_rgb.png	in
/mnt/data-hdd/datasets/pano-ssl/stanford2d3d/extracted_data/area_2/area_2/pano/rgb/camera_12ea36aaaefa47d39722af08dd6d266e_hallway_2_frame_equirectangular_domain_rgb.png	in
/mnt/data-hdd/datasets/pano-ssl/stanford2d3d/extracted_data/area_2/area_2/pano/rgb/camera_12f1db22989d4bcb847ea4a593a0488c_office_2_frame_equirectangular_domain_rgb.png	in
/mnt/data-hdd/datasets/pano-ssl/stanford2d3d/extracted_data/area_2/area_2/pano/rgb/camera_14d9505b25aa494e9f85200e16a57435_auditorium_2_frame_equirectangular_domain_rgb.png	in
/mnt/data-hdd/datasets/pano-ssl/stanford2d3d/extracted_data/area_2/area_2/pano/rgb/camera_174691d137b348ffba1c648a524185d4_conferenceRoom_1_frame_equirectangular_domain_rgb.png	in
/mnt/data-hdd/datasets/pano-ssl/stanford2d3d/extracted_data/area_2/area_2/pano/rgb/camera_17a88008af11478ebebe30ebc30cc5bc_storage_6_frame_equirectangular_domain_rgb.png	in
/mnt/data-hdd/datasets/pano-ssl/stanford2d3d/extracted_data/area_2/area_2/pano/rgb/camera_17b0abd8761f46588038aa49e1923bba_auditorium_2_frame_equirectangular_domain_rgb.png	in
